Mod:Item:MetaData, Localized Name
aquaculture:fish:16, Jellyfish
aquaculture:fish:17, Frog
aquaculture:fish:18, Turtle
aquaculture:fish:19, Leech
aquaculture:fish:20, Pirahna
aquaculture:fish:21, Electric Eel
aquaculture:fish:22, Tambaqui
aquaculture:fish:23, Arapaima
aquaculture:fish:24, Cod
aquaculture:fish:25, Pollock
aquaculture:fish:26, Herring
aquaculture:fish:27, Halibut
aquaculture:fish:28, Pink Salmon
aquaculture:fish:29, Rainbow Trout
aquaculture:fish:30, Blackfish
aquaculture:fish:31, Capitaine
aquaculture:fish:32, Boulti
aquaculture:fish:33, Bagrid
aquaculture:fish:34, Syndontis
aquaculture:fish:35, Red Shrooma
aquaculture:fish:36, Brown Shrooma
aquaculture:fish:37, Goldfish
aquaculture:fish:38, Fish Bones
draconicevolution:draconium_ore:0, Draconium Ore
draconicevolution:draconium_ore:1, Nether Draconium Ore
draconicevolution:draconium_ore:2, Ender Draconium Ore
draconicevolution:draconium_block:0, Draconium Block
draconicevolution:draconium_block:1, Charged Draconium Block
draconicevolution:draconic_block, Awakened Draconium Block
draconicevolution:infused_obsidian, Draconium Infused Obsidian
draconicevolution:portal, Portal
draconicevolution:item_dislocation_inhibitor, Dislocation Normalization Field Projector
draconicevolution:generator, Generator
draconicevolution:grinder, Mob Grinder
draconicevolution:particle_generator:0, Particle Generator
draconicevolution:particle_generator:2, Energy Core Stabilizer
draconicevolution:energy_infuser, Energy Infuser
draconicevolution:dislocator_receptacle, Dislocator Receptacle
draconicevolution:dislocator_pedestal, Dislocator Pedestal
draconicevolution:rain_sensor, Rain Sensor
draconicevolution:diss_enchanter, Disenchanter
draconicevolution:potentiometer, Potentiometer
draconicevolution:entity_detector:0, Entity Detector
draconicevolution:entity_detector:1, Advanced Entity Detector
draconicevolution:energy_storage_core, Energy Core
draconicevolution:energy_pylon, Energy Pylon
draconicevolution:invis_e_core_block, tile.draconicevolution:invis_e_core_block.name
draconicevolution:fusion_crafting_core, Fusion Crafting Core
draconicevolution:crafting_injector:0, Basic Fusion Crafting Injector
draconicevolution:crafting_injector:1, Wyvern Fusion Crafting Injector
draconicevolution:crafting_injector:2, Draconic Fusion Crafting Injector
draconicevolution:crafting_injector:3, Chaotic Fusion Crafting Injector
draconicevolution:celestial_manipulator, Celestial Manipulator
draconicevolution:energy_crystal:0, Basic Energy Relay Crystal
draconicevolution:energy_crystal:1, Wyvern Energy Relay Crystal
draconicevolution:energy_crystal:2, Draconic Energy Relay Crystal
draconicevolution:energy_crystal:3, Basic Energy I/O Crystal
draconicevolution:energy_crystal:4, Wyvern Energy I/O Crystal
draconicevolution:energy_crystal:5, Draconic Energy I/O Crystal
draconicevolution:energy_crystal:6, Basic Wireless Energy Crystal
draconicevolution:energy_crystal:7, Wyvern Wireless Energy Crystal
draconicevolution:energy_crystal:8, Draconic Wireless Energy Crystal
draconicevolution:flow_gate:0, Flux Gate
draconicevolution:flow_gate:8, Fluid Gate
draconicevolution:reactor_core, Draconic Reactor Core
draconicevolution:reactor_part:0, Reactor Stabilizer Frame
draconicevolution:reactor_part:1, Reactor Stabilizer Inner Rotor
draconicevolution:reactor_part:2, Reactor Stabilizer Outer Rotor
draconicevolution:reactor_part:3, Reactor Stabilizer Rotor Assembly
draconicevolution:reactor_part:4, Reactor Stabilizer Focus Ring
draconicevolution:reactor_component:0, Reactor Stabilizer
draconicevolution:reactor_component:1, Reactor Energy Injector
draconicevolution:draconic_spawner, Stabilized Mob Spawner
draconicevolution:draconium_chest, Draconium Chest
draconicevolution:chaos_crystal, Chaos Crystal
draconicevolution:chaos_shard_atmos, tile.draconicevolution:chaos_shard_atmos.name
draconicevolution:creative_rf_source, Creative RF Source
draconicevolution:placed_item, tile.draconicevolution:placed_item.name
draconicevolution:draconium_dust, Draconium Dust
draconicevolution:draconium_ingot, Draconium Ingot
draconicevolution:draconic_ingot, Awakened Draconium Ingot
draconicevolution:draconic_core, Draconic Core
draconicevolution:wyvern_core, Wyvern Core
draconicevolution:awakened_core, Awakened Core
draconicevolution:chaotic_core, Chaotic Core
draconicevolution:wyvern_energy_core, Wyvern Energy Core
draconicevolution:draconic_energy_core, Draconic Energy Core
draconicevolution:dragon_heart, Dragon Heart
draconicevolution:debugger, item.draconicevolution:debugger.name
draconicevolution:nugget:0, Draconium Nugget
draconicevolution:nugget:1, Awakened Draconium Nugget
draconicevolution:chaos_shard:0, Chaos Shard
draconicevolution:chaos_shard:1, Large Chaos Fragment
draconicevolution:chaos_shard:2, Small Chaos Fragment
draconicevolution:chaos_shard:3, Tiny Chaos Fragment
draconicevolution:draconium_capacitor:0, Wyvern Flux Capacitor
draconicevolution:draconium_capacitor:0, Wyvern Flux Capacitor
draconicevolution:draconium_capacitor:0, Wyvern Flux Capacitor
draconicevolution:draconium_capacitor:1, Draconic Flux Capacitor
draconicevolution:draconium_capacitor:1, Draconic Flux Capacitor
draconicevolution:draconium_capacitor:1, Draconic Flux Capacitor
draconicevolution:draconium_capacitor:2, Creative Flux Capacitor
draconicevolution:wyvern_axe, Axe of the Wyvern
draconicevolution:wyvern_bow, Bow of the Wyvern
draconicevolution:wyvern_pick, Pickaxe of the Wyvern
draconicevolution:wyvern_shovel, Shovel of the Wyvern
draconicevolution:wyvern_sword, Sword of the Wyvern
draconicevolution:draconic_axe, Draconic Axe
draconicevolution:draconic_bow, Draconic Bow
draconicevolution:draconic_hoe, Draconic Hoe
draconicevolution:draconic_pick, Draconic Pickaxe
draconicevolution:draconic_shovel, Draconic Shovel
draconicevolution:draconic_staff_of_power, Draconic Staff of Power
draconicevolution:draconic_sword, Draconic Sword
draconicevolution:tool_upgrade:0, Upgrade Key (RF Capacity)
draconicevolution:tool_upgrade:1, Upgrade Key (Dig Speed)
draconicevolution:tool_upgrade:2, Upgrade Key (Dig AOE)
draconicevolution:tool_upgrade:3, Upgrade Key (Attack Damage)
draconicevolution:tool_upgrade:4, Upgrade Key (Attack AOE)
draconicevolution:tool_upgrade:5, Upgrade Key (Arrow Damage)
draconicevolution:tool_upgrade:6, Upgrade Key (Draw Speed)
draconicevolution:tool_upgrade:7, Upgrade Key (Arrow Speed)
draconicevolution:tool_upgrade:8, Upgrade Key (Shield Capacity)
draconicevolution:tool_upgrade:9, Upgrade Key (Shield Recovery)
draconicevolution:tool_upgrade:10, Upgrade Key (Movement Speed)
draconicevolution:tool_upgrade:11, Upgrade Key (Jump Boost)
draconicevolution:dislocator, Dislocator
draconicevolution:dislocator_advanced, Advanced Dislocator
draconicevolution:dislocator_bound:1, Bound Dislocator (Point to Point)
draconicevolution:dislocator_bound:2, Bound Dislocator (Player)
draconicevolution:magnet:0, Item Dislocator
draconicevolution:magnet:1, Awakened Item Dislocator
draconicevolution:crystal_binder, Crystal Binder
draconicevolution:wyvern_helm, Wyvern Helm
draconicevolution:wyvern_chest, Wyvern Chestplate
draconicevolution:wyvern_legs, Wyvern Leggings
draconicevolution:wyvern_boots, Wyvern Boots
draconicevolution:draconic_helm, Draconic Helm
draconicevolution:draconic_chest, Draconic Chestplate
draconicevolution:draconic_legs, Draconic Leggings
draconicevolution:draconic_boots, Draconic Boots
draconicevolution:info_tablet, Draconic Evolution Information Tablet
draconicevolution:mob_soul, Soul
draconicevolution:creative_exchanger, Creative Block Exchanger
draconicevolution:ender_energy_manipulator, Ender Energy Manipulator
techreborn:thermal_generator, Thermal Generator
techreborn:quantum_tank, Quantum Tank
techreborn:creative_quantum_tank, Creative Quantum Tank
techreborn:quantum_chest, Quantum Chest
techreborn:creative_quantum_chest, Creative Quantum Chest
techreborn:digital_chest, Digital Chest
techreborn:industrial_centrifuge, Industrial Centrifuge
techreborn:rolling_machine, Rolling Machine
techreborn:industrial_blast_furnace, Industrial Blast Furnace
techreborn:alloy_smelter, Alloy Smelter
techreborn:industrial_grinder, Industrial Grinder
techreborn:implosion_compressor, Implosion Compressor
techreborn:matter_fabricator, Matter Fabricator
techreborn:chunk_loader, Industrial Chunkloader
techreborn:charge_o_mat, Charge-O-Mat
techreborn:player_detector:0, Player Detector (All)
techreborn:player_detector:1, Player Detector (Others)
techreborn:player_detector:2, Player Detector (You)
techreborn:cable:0, Copper Cable
techreborn:cable:1, Tin Cable
techreborn:cable:2, Gold Cable
techreborn:cable:3, HV Cable
techreborn:cable:4, Glass Fiber Cable
techreborn:cable:5, Insulated Copper Cable
techreborn:cable:6, Insulated Gold Cable
techreborn:cable:7, Insulated HV Cable
techreborn:cable:8, Superconductor Cable
techreborn:machine_casing:0, Standard Machine Casing
techreborn:machine_casing:1, Reinforced Machine Casing
techreborn:machine_casing:2, Advanced Machine Casing
techreborn:ore:0, Galena Ore
techreborn:ore:1, Iridium Ore
techreborn:ore:2, Ruby Ore
techreborn:ore:3, Sapphire Ore
techreborn:ore:4, Bauxite Ore
techreborn:ore:5, Pyrite Ore
techreborn:ore:6, Cinnabar Ore
techreborn:ore:7, Sphalerite Ore
techreborn:ore:8, Tungsten Ore
techreborn:ore:9, Sheldonite Ore
techreborn:ore:10, Peridot Ore
techreborn:ore:11, Sodalite Ore
techreborn:ore:12, Lead Ore
techreborn:ore:13, Silver Ore
techreborn:ore2:0, Copper Ore
techreborn:ore2:1, Tin Ore
techreborn:storage:0, Block of Silver
techreborn:storage:1, Block of Aluminium
techreborn:storage:2, Block of Titanium
techreborn:storage:3, Block of Chrome
techreborn:storage:4, Block of Steel
techreborn:storage:5, Block of Brass
techreborn:storage:6, Block of Lead
techreborn:storage:7, Block of Electrum
techreborn:storage:8, Block of Zinc
techreborn:storage:9, Block of Platinum
techreborn:storage:10, Block of Tungsten
techreborn:storage:11, Block of Nickel
techreborn:storage:12, Block of Invar
techreborn:storage:13, Block of Iridium
techreborn:storage:14, Block of Bronze
techreborn:storage2:0, Block of Tungstensteel
techreborn:storage2:1, Iridium Reinforced Tungstensteel Block
techreborn:storage2:2, Iridium Reinforced Stone
techreborn:storage2:3, Block of Ruby
techreborn:storage2:4, Block of Sapphire
techreborn:storage2:5, Block of Peridot
techreborn:storage2:6, Block of Yellow Garnet
techreborn:storage2:7, Block of Red Garnet
techreborn:storage2:8, Block of Copper
techreborn:storage2:9, Block of Tin
techreborn:storage2:10, Block of Refined Iron
techreborn:dragon_egg_syphon, Dragon Egg Energy Siphon
techreborn:magic_energy_converter, Magic Energy Converter
techreborn:assembling_machine, Assembling Machine
techreborn:diesel_generator, Diesel Generator
techreborn:industrial_electrolyzer, Industrial Electrolyzer
techreborn:magic_energy_absorber, Magic Energy Absorber
techreborn:semi_fluid_generator, Semi Fluid Generator
techreborn:gas_turbine, Gas Turbine
techreborn:iron_alloy_furnace, Iron Alloy Furnace
techreborn:chemical_reactor, Chemical Reactor
techreborn:interdimensional_su, Interdimensional SU
techreborn:adjustable_su, Adjustable SU
techreborn:lapotronic_su, LESU Controller
techreborn:lsu_storage, LESU Storage
techreborn:distillation_tower, Distillation Tower
techreborn:vacuum_freezer, Vacuum Freezer
techreborn:fusion_control_computer, Fusion Control Computer
techreborn:fusion_coil, Fusion Coil
techreborn:lightning_rod, Lightning Rod
techreborn:industrial_sawmill, Sawmill
techreborn:machine_frame:0, Basic Machine Frame
techreborn:machine_frame:1, Advanced Machine Frame
techreborn:machine_frame:2, Highly Advanced Machine Frame
techreborn:grinder, Grinder
techreborn:solid_fuel_generator, Generator
techreborn:extractor, Extractor
techreborn:compressor, Compressor
techreborn:plate_bending_machine, Plate Bending Machine
techreborn:electric_furnace, Electric Furnace
techreborn:solar_panel:0, Solar Panel
techreborn:solar_panel:1, LV Solar Array
techreborn:solar_panel:2, MV Solar Array
techreborn:solar_panel:3, HV Solar Array
techreborn:solar_panel:4, EV Solar Array
techreborn:creative_solar_panel, Creative Solar Array
techreborn:solid_canning_machine, Solid Canning Machine
techreborn:water_mill, Water Mill
techreborn:wind_mill, Wind Mill
techreborn:wire_mill, Wire Mill
techreborn:rubber_log, Rubber Wood
techreborn:rubber_planks, Rubber Wood Planks
techreborn:rubber_plank_double_slab:0, Rubber Plank Slab
techreborn:rubber_plank_stair, Rubber Plank Stair
techreborn:rubber_leaves, Rubber Leaves
techreborn:rubber_sapling, Rubber Sapling
techreborn:refined_iron_fence, Iron Fence
techreborn:reinforced_glass, Reinforced Glass
techreborn:recycler, Recycler
techreborn:low_voltage_su, Battery Box
techreborn:medium_voltage_su, MFE
techreborn:high_voltage_su, MFSU
techreborn:lv_transformer, LV Transformer
techreborn:mv_transformer, MV Transformer
techreborn:hv_transformer, HV Transformer
techreborn:ev_transformer, EV Transformer
techreborn:auto_crafting_table, Auto Crafting Table
techreborn:pump, Pump
techreborn:iron_furnace, Iron Furnace
techreborn:nuke, Nuke
techreborn:scrapboxinator, Scrapbox-inator
techreborn:computer_cube, Tech Reborn Computer Cube
techreborn:plasma_generator, Plasma Generator
techreborn:lamp_incandescent, Incandescent Lamp
techreborn:lamp_led, LED Lamp
techreborn:alarm, Alarm
techreborn:fluid_replicator, Fluid Replicator
techreborn:techreborn_techreborn.berylium, Beryllium
techreborn:techreborn_techreborn.calcium, Calcium
techreborn:techreborn_techreborn.calciumcarbonate, Calciumcarbonate
techreborn:techreborn_techreborn.chlorite, Chlorite
techreborn:techreborn_techreborn.deuterium, Deuterium
techreborn:techreborn_techreborn.glyceryl, Glyceryl
techreborn:techreborn_techreborn.helium, Helium
techreborn:techreborn_techreborn.helium3, Helium3
techreborn:techreborn_techreborn.heliumplasma, Heliumplasma
techreborn:techreborn_techreborn.hydrogen, Hydrogen
techreborn:techreborn_techreborn.lithium, Lithium
techreborn:techreborn_techreborn.mercury, Mercury
techreborn:techreborn_techreborn.methane, Methane
techreborn:techreborn_techreborn.nitrocoalfuel, Nitrocoalfuel
techreborn:techreborn_techreborn.nitrofuel, Nitrofuel
techreborn:techreborn_techreborn.nitrogen, Nitrogen
techreborn:techreborn_techreborn.nitrogendioxide, Nitrogendioxide
techreborn:techreborn_techreborn.potassium, Potassium
techreborn:techreborn_techreborn.silicon, Silicon
techreborn:techreborn_techreborn.sodium, Sodium
techreborn:techreborn_techreborn.sodiumpersulfate, Sodiumpersulfate
techreborn:techreborn_techreborn.tritium, Tritium
techreborn:techreborn_techreborn.wolframium, Wolframium
techreborn:techreborn_techreborn.carbon, Carbon
techreborn:techreborn_techreborn.carbonfiber, Carbon Fiber
techreborn:techreborn_techreborn.nitrocarbon, Nitrocarbon
techreborn:techreborn_techreborn.sulfur, Sulfur
techreborn:techreborn_techreborn.sodiumsulfide, Sodium Sulfide
techreborn:techreborn_techreborn.diesel, Diesel
techreborn:techreborn_techreborn.nitrodiesel, Nitrodiesel
techreborn:techreborn_techreborn.oil, Oil
techreborn:techreborn_techreborn.sulfuricacid, Sulfuric Acid
techreborn:techreborn_techreborn.compressedair, Compressed Air
techreborn:techreborn_techreborn.electrolyzedwater, Electrolyzed Water
techreborn:techreborn_techreborn.biofuel, Biofuel
forestry:fertilizer_bio, Compost
forestry:fertilizer_compound, Fertilizer
forestry:apatite, Apatite
forestry:research_note, %s's Notes
forestry:portable_alyzer, Portable Analyzer
forestry:ingot_copper, Copper Ingot
forestry:ingot_tin, Tin Ingot
forestry:ingot_bronze, Bronze Ingot
forestry:wrench, Wrench
forestry:pipette, Pipette
forestry:sturdy_machine, Sturdy Casing
forestry:hardened_machine, Hardened Casing
forestry:impregnated_casing, Impregnated Casing
forestry:flexible_casing, Flexible Casing
forestry:crafting_material:0, Pulsating Dust
forestry:crafting_material:1, Pulsating Mesh
forestry:crafting_material:2, Silk Wisp
forestry:crafting_material:3, Woven Silk
forestry:crafting_material:4, Dissipation Charge
forestry:crafting_material:5, Ice Shard
forestry:crafting_material:6, Scented Paneling
forestry:crafting_material:7, Camouflaged Paneling
forestry:naturalist_helmet, Spectacles
forestry:peat, Peat
forestry:ash, Ash
forestry:bituminous_peat, Bituminous Peat
forestry:gear_bronze, Bronze Gear
forestry:gear_copper, Copper Gear
forestry:gear_tin, Tin Gear
forestry:chipsets:0, Basic Circuit Board
forestry:chipsets:1, Enhanced Circuit Board
forestry:chipsets:2, Refined Circuit Board
forestry:chipsets:3, Intricate Circuit Board
forestry:soldering_iron, Soldering Iron
forestry:carton, Carton
forestry:oak_stick, Impregnated Stick
forestry:wood_pulp, Wood Pulp
forestry:broken_bronze_pickaxe, Broken Pickaxe
forestry:broken_bronze_shovel, Broken Shovel
forestry:bronze_pickaxe, Survivalist's Pickaxe
forestry:bronze_shovel, Survivalist's Shovel
forestry:kit_shovel, Shovel Kit
forestry:kit_pickaxe, Pickaxe Kit
forestry:mouldy_wheat, Mouldy Wheat
forestry:decaying_wheat, Decaying Wheat
forestry:mulch, Mulch
forestry:iodine_capsule, Iodine Capsule
forestry:phosphor, Phosphor
forestry:beeswax, Beeswax
forestry:refractory_wax, Refractory Wax
forestry:fruits:0, Cherry
forestry:fruits:1, Walnut
forestry:fruits:2, Chestnut
forestry:fruits:3, Lemon
forestry:fruits:4, Plum
forestry:fruits:5, Date
forestry:fruits:6, Papaya
forestry:analyzer:0, Analyzer
forestry:escritoire:0, Escritoire
forestry:bog_earth:0, Bog Earth
forestry:humus:0, Humus
forestry:resources:0, Apatite Ore
forestry:resources:1, Copper Ore
forestry:resources:2, Tin Ore
forestry:resource_storage:0, Block of Apatite
forestry:resource_storage:1, Block of Copper
forestry:resource_storage:2, Block of Tin
forestry:resource_storage:3, Block of Bronze
forestry:ash_brick:0, Ash Bricks
forestry:ash_stairs:0, Ash Brick Stairs
forestry:fluid.bio.ethanol, Ethanol
forestry:fluid.glass, Liquid Glass
forestry:fluid.for.honey, Honey
forestry:fluid.ice, Crushed Ice
forestry:fluid.juice, Fruit Juice
forestry:fluid.seed.oil, Seed Oil
forestry:fluid.short.mead, Short Mead
forestry:can, item.for.can.name
forestry:capsule, item.for.capsule.name
forestry:refractory, item.for.refractory.name
forestry:grafter, Grafter
forestry:grafter_proven, Proven Grafter
forestry:logs.0:0, Larch Wood
forestry:logs.0:1, Teak Wood
forestry:logs.0:2, Desert Acacia Wood
forestry:logs.0:3, Lime Wood
forestry:logs.1:0, Chestnut Wood
forestry:logs.1:1, Wenge Wood
forestry:logs.1:2, Baobab Wood
forestry:logs.1:3, Sequoia Wood
forestry:logs.2:0, Kapok Wood
forestry:logs.2:1, Ebony Wood
forestry:logs.2:2, Mahogany Wood
forestry:logs.2:3, Balsa Wood
forestry:logs.3:0, Willow Wood
forestry:logs.3:1, Walnut Wood
forestry:logs.3:2, Greenheart Wood
forestry:logs.3:3, Cherry Wood
forestry:logs.4:0, Mahoe Wood
forestry:logs.4:1, Poplar Wood
